hour,feature,mean_abs_shap,feature_type,days_back
4,Soc_h1_day_minus6,0.0,Soc,6
4,Soc_h2_day_minus6,0.0,Soc,6
4,Soc_h3_day_minus6,0.0,Soc,6
4,Soc_h4_day_minus6,0.0,Soc,6
4,Soc_h5_day_minus6,0.0,Soc,6
4,Soc_h6_day_minus6,0.0,Soc,6
4,Soc_h7_day_minus6,0.0,Soc,6
4,Soc_h8_day_minus6,0.0,Soc,6
4,Soc_h9_day_minus6,0.0,Soc,6
4,Soc_h10_day_minus6,0.0,Soc,6
4,Soc_h11_day_minus6,0.0,Soc,6
4,Soc_h12_day_minus6,0.0,Soc,6
4,Soc_h13_day_minus6,0.0,Soc,6
4,Soc_h14_day_minus6,0.0,Soc,6
4,Soc_h15_day_minus6,0.0,Soc,6
4,Soc_h16_day_minus6,0.0,Soc,6
4,Soc_h17_day_minus6,0.0,Soc,6
4,Soc_h18_day_minus6,0.0,Soc,6
4,Soc_h19_day_minus6,0.0,Soc,6
4,Soc_h20_day_minus6,0.0,Soc,6
4,Soc_h21_day_minus6,0.0,Soc,6
4,Soc_h22_day_minus6,0.0,Soc,6
4,Soc_h23_day_minus6,0.0,Soc,6
4,dayofweek_day_minus6,0.0,Date,6
4,day_day_minus6,0.0,Date,6
4,month_day_minus6,0.0,Date,6
4,year_day_minus6,0.0,Date,6
4,dSocdt_h0_day_minus5,0.0,dSocdt,5
4,dSocdt_h1_day_minus5,0.0,dSocdt,5
4,dSocdt_h2_day_minus5,0.0,dSocdt,5
4,dSocdt_h3_day_minus5,0.0,dSocdt,5
4,dSocdt_h4_day_minus5,0.0,dSocdt,5
4,dSocdt_h5_day_minus5,0.0,dSocdt,5
4,dSocdt_h6_day_minus5,0.0,dSocdt,5
4,dSocdt_h7_day_minus5,0.0,dSocdt,5
4,dSocdt_h8_day_minus5,0.0,dSocdt,5
4,dSocdt_h9_day_minus5,0.0,dSocdt,5
4,dSocdt_h10_day_minus5,0.0,dSocdt,5
4,dSocdt_h11_day_minus5,0.0,dSocdt,5
4,dSocdt_h12_day_minus5,0.0,dSocdt,5
4,dSocdt_h13_day_minus5,0.0,dSocdt,5
4,dSocdt_h14_day_minus5,0.0,dSocdt,5
4,dSocdt_h15_day_minus5,0.0,dSocdt,5
4,dSocdt_h16_day_minus5,0.0,dSocdt,5
4,dSocdt_h17_day_minus5,0.0,dSocdt,5
4,dSocdt_h18_day_minus5,0.0,dSocdt,5
4,dSocdt_h19_day_minus5,0.0,dSocdt,5
4,dSocdt_h20_day_minus5,0.0,dSocdt,5
4,dSocdt_h21_day_minus5,0.0,dSocdt,5
4,dSocdt_h22_day_minus5,0.0,dSocdt,5
4,dSocdt_h23_day_minus5,0.0,dSocdt,5
4,Soc_h0_day_minus5,0.0,Soc,5
4,Soc_h1_day_minus5,0.0,Soc,5
4,Soc_h2_day_minus5,0.0,Soc,5
4,Soc_h3_day_minus5,0.0,Soc,5
4,Soc_h4_day_minus5,0.0,Soc,5
4,Soc_h5_day_minus5,0.0,Soc,5
4,Soc_h6_day_minus5,0.0,Soc,5
4,Soc_h7_day_minus5,0.0,Soc,5
4,Soc_h8_day_minus5,0.0,Soc,5
4,Soc_h9_day_minus5,0.0,Soc,5
4,Soc_h10_day_minus5,0.0,Soc,5
4,Soc_h11_day_minus5,0.0,Soc,5
4,Soc_h12_day_minus5,0.0,Soc,5
4,Soc_h13_day_minus5,0.0,Soc,5
4,Soc_h14_day_minus5,0.0,Soc,5
4,Soc_h15_day_minus5,0.0,Soc,5
4,Soc_h16_day_minus5,0.0,Soc,5
4,Soc_h17_day_minus5,0.0,Soc,5
4,Soc_h18_day_minus5,0.0,Soc,5
4,Soc_h19_day_minus5,0.0,Soc,5
4,Soc_h20_day_minus5,0.0,Soc,5
4,Soc_h21_day_minus5,0.0,Soc,5
4,Soc_h22_day_minus5,0.0,Soc,5
4,Soc_h23_day_minus5,0.0,Soc,5
4,dayofweek_day_minus5,0.0,Date,5
4,day_day_minus5,0.0,Date,5
4,month_day_minus5,0.0,Date,5
4,year_day_minus5,0.0,Date,5
4,dSocdt_h0_day_minus4,0.0,dSocdt,4
4,dSocdt_h1_day_minus4,0.0,dSocdt,4
4,dSocdt_h2_day_minus4,0.0,dSocdt,4
4,dSocdt_h3_day_minus4,0.0,dSocdt,4
4,dSocdt_h4_day_minus4,0.0,dSocdt,4
4,dSocdt_h5_day_minus4,0.0,dSocdt,4
4,dSocdt_h6_day_minus4,0.0,dSocdt,4
4,dSocdt_h7_day_minus4,0.0,dSocdt,4
4,dSocdt_h8_day_minus4,0.0,dSocdt,4
4,dSocdt_h9_day_minus4,0.0,dSocdt,4
4,dSocdt_h10_day_minus4,0.0,dSocdt,4
4,dSocdt_h11_day_minus4,0.0,dSocdt,4
4,dSocdt_h12_day_minus4,0.0,dSocdt,4
4,dSocdt_h13_day_minus4,0.0,dSocdt,4
4,dSocdt_h14_day_minus4,0.0,dSocdt,4
4,dSocdt_h15_day_minus4,0.0,dSocdt,4
4,dSocdt_h16_day_minus4,0.0,dSocdt,4
4,dSocdt_h17_day_minus4,0.0,dSocdt,4
4,dSocdt_h18_day_minus4,0.0,dSocdt,4
4,dSocdt_h19_day_minus4,0.0,dSocdt,4
4,dSocdt_h20_day_minus4,0.0,dSocdt,4
4,dSocdt_h21_day_minus4,0.0,dSocdt,4
4,dSocdt_h22_day_minus4,0.0,dSocdt,4
4,dSocdt_h23_day_minus4,0.0,dSocdt,4
4,Soc_h0_day_minus4,0.0,Soc,4
4,Soc_h1_day_minus4,0.0,Soc,4
4,Soc_h2_day_minus4,0.0,Soc,4
4,Soc_h3_day_minus4,0.0,Soc,4
4,Soc_h4_day_minus4,0.0,Soc,4
4,Soc_h5_day_minus4,0.0,Soc,4
4,Soc_h6_day_minus4,0.0,Soc,4
4,Soc_h7_day_minus4,0.0,Soc,4
4,Soc_h8_day_minus4,0.0,Soc,4
4,Soc_h9_day_minus4,0.0,Soc,4
4,Soc_h10_day_minus4,0.0,Soc,4
4,Soc_h11_day_minus4,0.0,Soc,4
4,Soc_h12_day_minus4,0.0,Soc,4
4,Soc_h13_day_minus4,0.0,Soc,4
4,Soc_h14_day_minus4,0.0,Soc,4
4,Soc_h15_day_minus4,0.0,Soc,4
4,Soc_h16_day_minus4,0.0,Soc,4
4,Soc_h17_day_minus4,0.0,Soc,4
4,Soc_h18_day_minus4,0.0,Soc,4
4,Soc_h19_day_minus4,0.0,Soc,4
4,Soc_h20_day_minus4,0.0,Soc,4
4,Soc_h21_day_minus4,0.0,Soc,4
4,Soc_h22_day_minus4,0.0,Soc,4
4,Soc_h23_day_minus4,0.0,Soc,4
4,dayofweek_day_minus4,0.0,Date,4
4,day_day_minus4,0.0,Date,4
4,month_day_minus4,0.0,Date,4
4,year_day_minus4,0.0,Date,4
4,dSocdt_h0_day_minus3,0.0,dSocdt,3
4,dSocdt_h1_day_minus3,0.0,dSocdt,3
4,dSocdt_h2_day_minus3,0.0,dSocdt,3
4,dSocdt_h3_day_minus3,0.0,dSocdt,3
4,dSocdt_h4_day_minus3,0.0,dSocdt,3
4,dSocdt_h5_day_minus3,0.0,dSocdt,3
4,dSocdt_h6_day_minus3,0.0,dSocdt,3
4,dSocdt_h7_day_minus3,0.0,dSocdt,3
4,dSocdt_h8_day_minus3,0.0,dSocdt,3
4,dSocdt_h9_day_minus3,0.0,dSocdt,3
4,dSocdt_h10_day_minus3,0.00380136,dSocdt,3
4,dSocdt_h11_day_minus3,0.0,dSocdt,3
4,dSocdt_h12_day_minus3,0.0,dSocdt,3
4,dSocdt_h13_day_minus3,0.00033053,dSocdt,3
4,dSocdt_h14_day_minus3,0.0,dSocdt,3
4,dSocdt_h15_day_minus3,0.0,dSocdt,3
4,dSocdt_h16_day_minus3,0.0,dSocdt,3
4,dSocdt_h17_day_minus3,0.0,dSocdt,3
4,dSocdt_h18_day_minus3,0.0,dSocdt,3
4,dSocdt_h19_day_minus3,0.0,dSocdt,3
4,dSocdt_h20_day_minus3,0.0,dSocdt,3
4,dSocdt_h21_day_minus3,0.0,dSocdt,3
4,dSocdt_h22_day_minus3,0.0,dSocdt,3
4,dSocdt_h23_day_minus3,0.0,dSocdt,3
4,Soc_h0_day_minus3,0.0,Soc,3
4,Soc_h1_day_minus3,0.0,Soc,3
4,Soc_h2_day_minus3,0.0,Soc,3
4,Soc_h3_day_minus3,0.0,Soc,3
4,Soc_h4_day_minus3,0.0,Soc,3
4,Soc_h5_day_minus3,0.0,Soc,3
4,Soc_h6_day_minus3,0.0,Soc,3
4,Soc_h7_day_minus3,0.0,Soc,3
4,Soc_h8_day_minus3,0.0,Soc,3
4,Soc_h9_day_minus3,0.0,Soc,3
4,Soc_h10_day_minus3,0.0,Soc,3
4,Soc_h11_day_minus3,0.0,Soc,3
4,Soc_h12_day_minus3,0.0,Soc,3
4,Soc_h13_day_minus3,0.0,Soc,3
4,Soc_h14_day_minus3,0.0,Soc,3
4,Soc_h15_day_minus3,0.0,Soc,3
4,Soc_h16_day_minus3,0.0,Soc,3
4,Soc_h17_day_minus3,0.0,Soc,3
4,Soc_h18_day_minus3,0.0,Soc,3
4,Soc_h19_day_minus3,0.0,Soc,3
4,Soc_h20_day_minus3,0.0,Soc,3
4,Soc_h21_day_minus3,0.0,Soc,3
4,Soc_h22_day_minus3,0.00292435,Soc,3
4,Soc_h23_day_minus3,0.00205953,Soc,3
4,dayofweek_day_minus3,0.0,Date,3
4,day_day_minus3,0.0,Date,3
4,month_day_minus3,0.0,Date,3
4,year_day_minus3,0.0,Date,3
4,dSocdt_h0_day_minus2,0.0,dSocdt,2
4,dSocdt_h1_day_minus2,0.00115074,dSocdt,2
4,dSocdt_h2_day_minus2,0.00823135,dSocdt,2
4,dSocdt_h3_day_minus2,0.0,dSocdt,2
4,dSocdt_h4_day_minus2,0.0,dSocdt,2
4,dSocdt_h5_day_minus2,0.0,dSocdt,2
4,dSocdt_h6_day_minus2,0.02361608,dSocdt,2
4,dSocdt_h7_day_minus2,0.00339231,dSocdt,2
4,dSocdt_h8_day_minus2,0.0,dSocdt,2
4,dSocdt_h9_day_minus2,0.0,dSocdt,2
4,dSocdt_h10_day_minus2,0.0,dSocdt,2
4,dSocdt_h11_day_minus2,0.0,dSocdt,2
4,dSocdt_h12_day_minus2,0.0,dSocdt,2
4,dSocdt_h13_day_minus2,0.0,dSocdt,2
4,dSocdt_h14_day_minus2,0.0,dSocdt,2
4,dSocdt_h15_day_minus2,0.0,dSocdt,2
4,dSocdt_h16_day_minus2,0.0,dSocdt,2
4,dSocdt_h17_day_minus2,0.0,dSocdt,2
4,dSocdt_h18_day_minus2,0.0,dSocdt,2
4,dSocdt_h19_day_minus2,0.0,dSocdt,2
4,dSocdt_h20_day_minus2,0.0,dSocdt,2
4,dSocdt_h21_day_minus2,0.0,dSocdt,2
4,dSocdt_h22_day_minus2,0.0,dSocdt,2
4,dSocdt_h23_day_minus2,0.0,dSocdt,2
4,Soc_h0_day_minus2,0.0,Soc,2
4,Soc_h1_day_minus2,0.0,Soc,2
4,Soc_h2_day_minus2,0.0,Soc,2
4,Soc_h3_day_minus2,0.0,Soc,2
4,Soc_h4_day_minus2,0.0,Soc,2
4,Soc_h5_day_minus2,0.0,Soc,2
4,Soc_h6_day_minus2,0.0,Soc,2
4,Soc_h7_day_minus2,0.0,Soc,2
4,Soc_h8_day_minus2,0.0,Soc,2
4,Soc_h9_day_minus2,0.0,Soc,2
4,Soc_h10_day_minus2,0.0,Soc,2
4,Soc_h11_day_minus2,0.0,Soc,2
4,Soc_h12_day_minus2,0.0,Soc,2
4,Soc_h13_day_minus2,0.0,Soc,2
4,Soc_h14_day_minus2,0.0,Soc,2
4,Soc_h15_day_minus2,0.0,Soc,2
4,Soc_h16_day_minus2,0.0,Soc,2
4,Soc_h17_day_minus2,0.0,Soc,2
4,Soc_h18_day_minus2,0.0,Soc,2
4,Soc_h19_day_minus2,0.0,Soc,2
4,Soc_h20_day_minus2,0.0,Soc,2
4,Soc_h21_day_minus2,0.0,Soc,2
4,Soc_h22_day_minus2,0.0,Soc,2
4,Soc_h23_day_minus2,0.0,Soc,2
4,dayofweek_day_minus2,0.0,Date,2
4,day_day_minus2,0.0,Date,2
4,month_day_minus2,0.0,Date,2
4,year_day_minus2,0.0,Date,2
4,dSocdt_h0_day_minus1,0.0,dSocdt,1
4,dSocdt_h1_day_minus1,0.0,dSocdt,1
4,dSocdt_h2_day_minus1,0.05260029,dSocdt,1
4,dSocdt_h3_day_minus1,0.01160995,dSocdt,1
4,dSocdt_h4_day_minus1,0.01522965,dSocdt,1
4,dSocdt_h5_day_minus1,0.1015861,dSocdt,1
4,dSocdt_h6_day_minus1,0.0,dSocdt,1
4,dSocdt_h7_day_minus1,0.0,dSocdt,1
4,dSocdt_h8_day_minus1,0.0022293,dSocdt,1
4,dSocdt_h9_day_minus1,0.0,dSocdt,1
4,dSocdt_h10_day_minus1,0.0,dSocdt,1
4,dSocdt_h11_day_minus1,0.00690387,dSocdt,1
4,dSocdt_h12_day_minus1,0.0,dSocdt,1
4,dSocdt_h13_day_minus1,0.0,dSocdt,1
4,dSocdt_h14_day_minus1,0.0,dSocdt,1
4,dSocdt_h15_day_minus1,0.0046238,dSocdt,1
4,dSocdt_h16_day_minus1,0.0,dSocdt,1
4,dSocdt_h17_day_minus1,0.0,dSocdt,1
4,dSocdt_h18_day_minus1,0.0,dSocdt,1
4,dSocdt_h19_day_minus1,0.00498903,dSocdt,1
4,dSocdt_h20_day_minus1,0.00547179,dSocdt,1
4,dSocdt_h21_day_minus1,0.0438771,dSocdt,1
4,dSocdt_h22_day_minus1,0.01060582,dSocdt,1
4,dSocdt_h23_day_minus1,0.0278239,dSocdt,1
4,Soc_h0_day_minus1,0.0,Soc,1
4,Soc_h1_day_minus1,0.0,Soc,1
4,Soc_h2_day_minus1,0.0,Soc,1
4,Soc_h3_day_minus1,0.0,Soc,1
4,Soc_h4_day_minus1,0.0,Soc,1
4,Soc_h5_day_minus1,0.0,Soc,1
4,Soc_h6_day_minus1,0.0,Soc,1
4,Soc_h7_day_minus1,0.0,Soc,1
4,Soc_h8_day_minus1,0.0,Soc,1
4,Soc_h9_day_minus1,0.0,Soc,1
4,Soc_h10_day_minus1,0.01123156,Soc,1
4,Soc_h11_day_minus1,0.0,Soc,1
4,Soc_h12_day_minus1,0.0,Soc,1
4,Soc_h13_day_minus1,0.0,Soc,1
4,Soc_h14_day_minus1,0.0,Soc,1
4,Soc_h15_day_minus1,0.0,Soc,1
4,Soc_h16_day_minus1,0.0,Soc,1
4,Soc_h17_day_minus1,0.0,Soc,1
4,Soc_h18_day_minus1,0.0,Soc,1
4,Soc_h19_day_minus1,0.0,Soc,1
4,Soc_h20_day_minus1,0.0,Soc,1
4,Soc_h21_day_minus1,0.0,Soc,1
4,Soc_h22_day_minus1,0.0,Soc,1
4,Soc_h23_day_minus1,0.0,Soc,1
4,dayofweek_day_minus1,0.0,Date,1
4,day_day_minus1,0.0416243,Date,1
4,month_day_minus1,0.0,Date,1
4,year_day_minus1,0.0,Date,1
5,dSocdt_h0_day_minus14,0.0,dSocdt,14
5,dSocdt_h1_day_minus14,0.0,dSocdt,14
5,dSocdt_h2_day_minus14,0.0,dSocdt,14
5,dSocdt_h3_day_minus14,0.0,dSocdt,14
5,dSocdt_h4_day_minus14,0.0,dSocdt,14
5,dSocdt_h5_day_minus14,0.0,dSocdt,14
5,dSocdt_h6_day_minus14,0.0,dSocdt,14
5,dSocdt_h7_day_minus14,0.0,dSocdt,14
5,dSocdt_h8_day_minus14,0.0,dSocdt,14
5,dSocdt_h9_day_minus14,0.0,dSocdt,14
5,dSocdt_h10_day_minus14,0.0,dSocdt,14
5,dSocdt_h11_day_minus14,0.0,dSocdt,14
5,dSocdt_h12_day_minus14,0.0,dSocdt,14
5,dSocdt_h13_day_minus14,0.0,dSocdt,14
5,dSocdt_h14_day_minus14,0.0,dSocdt,14
5,dSocdt_h15_day_minus14,0.0,dSocdt,14
5,dSocdt_h16_day_minus14,0.0,dSocdt,14
5,dSocdt_h17_day_minus14,0.0,dSocdt,14
5,dSocdt_h18_day_minus14,0.0,dSocdt,14
5,dSocdt_h19_day_minus14,0.0,dSocdt,14
5,dSocdt_h20_day_minus14,0.0,dSocdt,14
5,dSocdt_h21_day_minus14,0.0,dSocdt,14
5,dSocdt_h22_day_minus14,0.0,dSocdt,14
5,dSocdt_h23_day_minus14,0.0,dSocdt,14
5,Soc_h0_day_minus14,0.0,Soc,14
5,Soc_h1_day_minus14,0.0,Soc,14
5,Soc_h2_day_minus14,0.0,Soc,14
5,Soc_h3_day_minus14,0.0,Soc,14
5,Soc_h4_day_minus14,0.0,Soc,14
5,Soc_h5_day_minus14,0.0,Soc,14
5,Soc_h6_day_minus14,0.0,Soc,14
5,Soc_h7_day_minus14,0.0,Soc,14
5,Soc_h8_day_minus14,0.0,Soc,14
5,Soc_h9_day_minus14,0.0,Soc,14
5,Soc_h10_day_minus14,0.0,Soc,14
5,Soc_h11_day_minus14,0.0,Soc,14
5,Soc_h12_day_minus14,0.0,Soc,14
5,Soc_h13_day_minus14,0.0,Soc,14
5,Soc_h14_day_minus14,0.0,Soc,14
5,Soc_h15_day_minus14,0.0,Soc,14
5,Soc_h16_day_minus14,0.0,Soc,14
5,Soc_h17_day_minus14,0.0,Soc,14
5,Soc_h18_day_minus14,0.0,Soc,14
5,Soc_h19_day_minus14,0.0,Soc,14
5,Soc_h20_day_minus14,0.0,Soc,14
5,Soc_h21_day_minus14,0.0,Soc,14
5,Soc_h22_day_minus14,0.0,Soc,14
5,Soc_h23_day_minus14,0.0,Soc,14
5,dayofweek_day_minus14,0.0,Date,14
5,day_day_minus14,0.0,Date,14
5,month_day_minus14,0.0,Date,14
5,year_day_minus14,0.0,Date,14
5,dSocdt_h0_day_minus13,0.0,dSocdt,13
5,dSocdt_h1_day_minus13,0.0,dSocdt,13
5,dSocdt_h2_day_minus13,0.0,dSocdt,13
5,dSocdt_h3_day_minus13,0.0,dSocdt,13
5,dSocdt_h4_day_minus13,0.0,dSocdt,13
5,dSocdt_h5_day_minus13,0.0,dSocdt,13
5,dSocdt_h6_day_minus13,0.0,dSocdt,13
5,dSocdt_h7_day_minus13,0.0,dSocdt,13
5,dSocdt_h8_day_minus13,0.0,dSocdt,13
5,dSocdt_h9_day_minus13,0.0,dSocdt,13
5,dSocdt_h10_day_minus13,0.0,dSocdt,13
5,dSocdt_h11_day_minus13,0.0,dSocdt,13
5,dSocdt_h12_day_minus13,0.0,dSocdt,13
5,dSocdt_h13_day_minus13,0.0,dSocdt,13
5,dSocdt_h14_day_minus13,0.0,dSocdt,13
5,dSocdt_h15_day_minus13,0.0,dSocdt,13
5,dSocdt_h16_day_minus13,0.0,dSocdt,13
5,dSocdt_h17_day_minus13,0.0,dSocdt,13
5,dSocdt_h18_day_minus13,0.0,dSocdt,13
5,dSocdt_h19_day_minus13,0.0,dSocdt,13
5,dSocdt_h20_day_minus13,0.0,dSocdt,13
5,dSocdt_h21_day_minus13,0.0,dSocdt,13
5,dSocdt_h22_day_minus13,0.0,dSocdt,13
5,dSocdt_h23_day_minus13,0.0,dSocdt,13
5,Soc_h0_day_minus13,0.0,Soc,13
5,Soc_h1_day_minus13,0.0,Soc,13
5,Soc_h2_day_minus13,0.0,Soc,13
5,Soc_h3_day_minus13,0.0,Soc,13
5,Soc_h4_day_minus13,0.0,Soc,13
5,Soc_h5_day_minus13,0.0,Soc,13
5,Soc_h6_day_minus13,0.0,Soc,13
5,Soc_h7_day_minus13,0.0,Soc,13
5,Soc_h8_day_minus13,0.0,Soc,13
5,Soc_h9_day_minus13,0.0,Soc,13
5,Soc_h10_day_minus13,0.0,Soc,13
5,Soc_h11_day_minus13,0.0,Soc,13
5,Soc_h12_day_minus13,0.0,Soc,13
5,Soc_h13_day_minus13,0.0,Soc,13
5,Soc_h14_day_minus13,0.0,Soc,13
5,Soc_h15_day_minus13,0.0,Soc,13
5,Soc_h16_day_minus13,0.0,Soc,13
5,Soc_h17_day_minus13,0.0,Soc,13
5,Soc_h18_day_minus13,0.0,Soc,13
5,Soc_h19_day_minus13,0.0,Soc,13
5,Soc_h20_day_minus13,0.0,Soc,13
5,Soc_h21_day_minus13,0.0,Soc,13
5,Soc_h22_day_minus13,0.0,Soc,13
5,Soc_h23_day_minus13,0.0,Soc,13
5,dayofweek_day_minus13,0.0,Date,13
5,day_day_minus13,0.0,Date,13
5,month_day_minus13,0.0,Date,13
5,year_day_minus13,0.0,Date,13
5,dSocdt_h0_day_minus12,0.0,dSocdt,12
5,dSocdt_h1_day_minus12,0.0,dSocdt,12
5,dSocdt_h2_day_minus12,0.0,dSocdt,12
5,dSocdt_h3_day_minus12,0.0,dSocdt,12
5,dSocdt_h4_day_minus12,0.0,dSocdt,12
5,dSocdt_h5_day_minus12,0.0,dSocdt,12
5,dSocdt_h6_day_minus12,0.0,dSocdt,12
5,dSocdt_h7_day_minus12,0.0,dSocdt,12
5,dSocdt_h8_day_minus12,0.0,dSocdt,12
5,dSocdt_h9_day_minus12,0.0,dSocdt,12
5,dSocdt_h10_day_minus12,0.0,dSocdt,12
5,dSocdt_h11_day_minus12,0.0,dSocdt,12
5,dSocdt_h12_day_minus12,0.0,dSocdt,12
5,dSocdt_h13_day_minus12,0.0,dSocdt,12
5,dSocdt_h14_day_minus12,0.0,dSocdt,12
5,dSocdt_h15_day_minus12,0.0,dSocdt,12
5,dSocdt_h16_day_minus12,0.0,dSocdt,12
5,dSocdt_h17_day_minus12,0.0,dSocdt,12
5,dSocdt_h18_day_minus12,0.0,dSocdt,12
5,dSocdt_h19_day_minus12,0.0,dSocdt,12
5,dSocdt_h20_day_minus12,0.0,dSocdt,12
5,dSocdt_h21_day_minus12,0.0,dSocdt,12
5,dSocdt_h22_day_minus12,0.0,dSocdt,12
5,dSocdt_h23_day_minus12,0.0,dSocdt,12
5,Soc_h0_day_minus12,0.0,Soc,12
5,Soc_h1_day_minus12,0.0,Soc,12
5,Soc_h2_day_minus12,0.0,Soc,12
5,Soc_h3_day_minus12,0.0,Soc,12
5,Soc_h4_day_minus12,0.0,Soc,12
5,Soc_h5_day_minus12,0.0,Soc,12
5,Soc_h6_day_minus12,0.0,Soc,12
5,Soc_h7_day_minus12,0.0,Soc,12
5,Soc_h8_day_minus12,0.0,Soc,12
5,Soc_h9_day_minus12,0.0,Soc,12
5,Soc_h10_day_minus12,0.0,Soc,12
5,Soc_h11_day_minus12,0.0,Soc,12
5,Soc_h12_day_minus12,0.0,Soc,12
5,Soc_h13_day_minus12,0.0,Soc,12
5,Soc_h14_day_minus12,0.0,Soc,12
5,Soc_h15_day_minus12,0.0,Soc,12
5,Soc_h16_day_minus12,0.0,Soc,12
5,Soc_h17_day_minus12,0.0,Soc,12
5,Soc_h18_day_minus12,0.0,Soc,12
5,Soc_h19_day_minus12,0.0,Soc,12
5,Soc_h20_day_minus12,0.0,Soc,12
5,Soc_h21_day_minus12,0.0,Soc,12
5,Soc_h22_day_minus12,0.0,Soc,12
5,Soc_h23_day_minus12,0.0,Soc,12
5,dayofweek_day_minus12,0.0,Date,12
5,day_day_minus12,0.0,Date,12
5,month_day_minus12,0.0,Date,12
5,year_day_minus12,0.0,Date,12
5,dSocdt_h0_day_minus11,0.0,dSocdt,11
5,dSocdt_h1_day_minus11,0.0,dSocdt,11
5,dSocdt_h2_day_minus11,0.0,dSocdt,11
5,dSocdt_h3_day_minus11,0.0,dSocdt,11
5,dSocdt_h4_day_minus11,0.0,dSocdt,11
5,dSocdt_h5_day_minus11,0.0,dSocdt,11
5,dSocdt_h6_day_minus11,0.0,dSocdt,11
5,dSocdt_h7_day_minus11,0.0,dSocdt,11
5,dSocdt_h8_day_minus11,0.0,dSocdt,11
5,dSocdt_h9_day_minus11,0.0,dSocdt,11
5,dSocdt_h10_day_minus11,0.0,dSocdt,11
5,dSocdt_h11_day_minus11,0.0,dSocdt,11
5,dSocdt_h12_day_minus11,0.0,dSocdt,11
5,dSocdt_h13_day_minus11,0.0,dSocdt,11
5,dSocdt_h14_day_minus11,0.0,dSocdt,11
5,dSocdt_h15_day_minus11,0.0,dSocdt,11
5,dSocdt_h16_day_minus11,0.0,dSocdt,11
5,dSocdt_h17_day_minus11,0.0,dSocdt,11
5,dSocdt_h18_day_minus11,0.0,dSocdt,11
5,dSocdt_h19_day_minus11,0.0,dSocdt,11
5,dSocdt_h20_day_minus11,0.0,dSocdt,11
5,dSocdt_h21_day_minus11,0.0,dSocdt,11
5,dSocdt_h22_day_minus11,0.0,dSocdt,11
5,dSocdt_h23_day_minus11,0.0,dSocdt,11
5,Soc_h0_day_minus11,0.0,Soc,11
5,Soc_h1_day_minus11,0.0,Soc,11
5,Soc_h2_day_minus11,0.0,Soc,11
5,Soc_h3_day_minus11,0.0,Soc,11
5,Soc_h4_day_minus11,0.0,Soc,11
5,Soc_h5_day_minus11,0.0,Soc,11
5,Soc_h6_day_minus11,0.0,Soc,11
5,Soc_h7_day_minus11,0.0,Soc,11
5,Soc_h8_day_minus11,0.0,Soc,11
5,Soc_h9_day_minus11,0.0,Soc,11
5,Soc_h10_day_minus11,0.0,Soc,11
5,Soc_h11_day_minus11,0.0,Soc,11
5,Soc_h12_day_minus11,0.0,Soc,11
5,Soc_h13_day_minus11,0.0,Soc,11
5,Soc_h14_day_minus11,0.0,Soc,11
5,Soc_h15_day_minus11,0.0,Soc,11
5,Soc_h16_day_minus11,0.0,Soc,11
5,Soc_h17_day_minus11,0.0,Soc,11
5,Soc_h18_day_minus11,0.0,Soc,11
5,Soc_h19_day_minus11,0.0,Soc,11
5,Soc_h20_day_minus11,0.0,Soc,11
5,Soc_h21_day_minus11,0.0,Soc,11
5,Soc_h22_day_minus11,0.0,Soc,11
5,Soc_h23_day_minus11,0.0,Soc,11
5,dayofweek_day_minus11,0.0,Date,11
5,day_day_minus11,0.0,Date,11
5,month_day_minus11,0.0,Date,11
5,year_day_minus11,0.0,Date,11
5,dSocdt_h0_day_minus10,0.0,dSocdt,10
5,dSocdt_h1_day_minus10,0.0,dSocdt,10
5,dSocdt_h2_day_minus10,0.0,dSocdt,10
5,dSocdt_h3_day_minus10,0.0,dSocdt,10
5,dSocdt_h4_day_minus10,0.0,dSocdt,10
5,dSocdt_h5_day_minus10,0.0,dSocdt,10
5,dSocdt_h6_day_minus10,0.0,dSocdt,10
5,dSocdt_h7_day_minus10,0.0,dSocdt,10
5,dSocdt_h8_day_minus10,0.0,dSocdt,10
5,dSocdt_h9_day_minus10,0.0,dSocdt,10
5,dSocdt_h10_day_minus10,0.0,dSocdt,10
5,dSocdt_h11_day_minus10,0.0,dSocdt,10
5,dSocdt_h12_day_minus10,0.0,dSocdt,10
5,dSocdt_h13_day_minus10,0.0,dSocdt,10
5,dSocdt_h14_day_minus10,0.0,dSocdt,10
5,dSocdt_h15_day_minus10,0.0,dSocdt,10
5,dSocdt_h16_day_minus10,0.0,dSocdt,10
5,dSocdt_h17_day_minus10,0.0,dSocdt,10
5,dSocdt_h18_day_minus10,0.0,dSocdt,10
5,dSocdt_h19_day_minus10,0.0,dSocdt,10
5,dSocdt_h20_day_minus10,0.0,dSocdt,10
5,dSocdt_h21_day_minus10,0.0,dSocdt,10
5,dSocdt_h22_day_minus10,0.0,dSocdt,10
5,dSocdt_h23_day_minus10,0.0,dSocdt,10
5,Soc_h0_day_minus10,0.0,Soc,10
5,Soc_h1_day_minus10,0.0,Soc,10
5,Soc_h2_day_minus10,0.0,Soc,10
5,Soc_h3_day_minus10,0.0,Soc,10
5,Soc_h4_day_minus10,0.0,Soc,10
5,Soc_h5_day_minus10,0.0,Soc,10
5,Soc_h6_day_minus10,0.0,Soc,10
