hour,tree_index,node_id,depth,feature,feature_index,threshold,feature_type,days_back
4,19,1,1,dSocdt_h13_day_minus3,585,-14.7589998,dSocdt,3
4,19,2,1,dSocdt_h15_day_minus1,691,-2.38109994,dSocdt,1
4,20,0,0,dSocdt_h5_day_minus1,681,-0.855599999,dSocdt,1
4,20,1,1,dSocdt_h5_day_minus1,681,-0.887399971,dSocdt,1
4,20,2,1,dSocdt_h23_day_minus1,699,-0.135800004,dSocdt,1
4,21,0,0,dSocdt_h22_day_minus1,698,-4.52059984,dSocdt,1
4,21,1,1,Soc_h23_day_minus3,619,96.9336014,Soc,3
4,21,2,1,dSocdt_h13_day_minus6,429,-14.7589998,dSocdt,6
4,22,0,0,dSocdt_h3_day_minus1,679,-0.981000006,dSocdt,1
4,22,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
4,22,2,1,dSocdt_h2_day_minus2,626,-11.1836004,dSocdt,2
4,23,0,0,dSocdt_h2_day_minus1,678,-1.83790004,dSocdt,1
4,23,1,1,dSocdt_h8_day_minus1,684,-8.02390003,dSocdt,1
4,23,2,1,dSocdt_h1_day_minus2,625,-15.0242004,dSocdt,2
4,24,0,0,day_day_minus1,725,27.0,Date,1
4,24,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
4,24,2,1,Soc_h22_day_minus3,618,98.7546005,Soc,3
5,0,0,0,dSocdt_h4_day_minus1,680,-0.603900015,dSocdt,1
5,0,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,0,2,1,dSocdt_h23_day_minus1,699,-0.410400003,dSocdt,1
5,1,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,1,1,1,dSocdt_h13_day_minus6,429,-14.7589998,dSocdt,6
5,1,2,1,dSocdt_h23_day_minus1,699,-0.275200009,dSocdt,1
5,2,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,2,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,2,2,1,dSocdt_h23_day_minus1,699,-0.275200009,dSocdt,1
5,3,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,3,1,1,dSocdt_h13_day_minus6,429,-14.7589998,dSocdt,6
5,3,2,1,dSocdt_h23_day_minus1,699,-0.356000006,dSocdt,1
5,4,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,4,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,4,2,1,dSocdt_h23_day_minus1,699,-0.275200009,dSocdt,1
5,5,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
5,5,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,5,2,1,dSocdt_h14_day_minus1,690,-0.448000014,dSocdt,1
5,6,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,6,1,1,dSocdt_h0_day_minus6,416,-23.9972992,dSocdt,6
5,6,2,1,dSocdt_h1_day_minus1,677,-0.275200009,dSocdt,1
5,7,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,7,1,1,dSocdt_h13_day_minus6,429,-14.7589998,dSocdt,6
5,7,2,1,dSocdt_h18_day_minus1,694,-0.450500011,dSocdt,1
5,8,0,0,dSocdt_h14_day_minus1,690,-0.880200028,dSocdt,1
5,8,1,1,dSocdt_h0_day_minus6,416,-23.9972992,dSocdt,6
5,8,2,1,dSocdt_h23_day_minus1,699,-0.557399988,dSocdt,1
5,9,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
5,9,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,9,2,1,dSocdt_h1_day_minus1,677,-0.275200009,dSocdt,1
5,10,0,0,dSocdt_h14_day_minus1,690,-0.880200028,dSocdt,1
5,10,1,1,dSocdt_h0_day_minus6,416,-23.9972992,dSocdt,6
5,10,2,1,dSocdt_h23_day_minus1,699,-0.184,dSocdt,1
5,11,0,0,dSocdt_h14_day_minus1,690,-0.880200028,dSocdt,1
5,11,1,1,dSocdt_h0_day_minus6,416,-23.9972992,dSocdt,6
5,11,2,1,dSocdt_h23_day_minus1,699,-0.687699974,dSocdt,1
5,12,0,0,dSocdt_h7_day_minus2,631,-0.831200004,dSocdt,2
5,12,1,1,dSocdt_h13_day_minus3,585,-14.7589998,dSocdt,3
5,12,2,1,dSocdt_h15_day_minus1,691,-1.36249995,dSocdt,1
5,13,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,13,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,13,2,1,dSocdt_h5_day_minus2,629,-0.855599999,dSocdt,2
5,14,0,0,dSocdt_h4_day_minus2,628,-0.754299998,dSocdt,2
5,14,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,14,2,1,dSocdt_h15_day_minus1,691,-0.45629999,dSocdt,1
5,15,0,0,dSocdt_h5_day_minus1,681,-0.866699994,dSocdt,1
5,15,1,1,dSocdt_h13_day_minus3,585,-14.7589998,dSocdt,3
5,15,2,1,dSocdt_h15_day_minus2,639,-13.9884996,dSocdt,2
5,16,0,0,dSocdt_h7_day_minus2,631,-0.831200004,dSocdt,2
5,16,1,1,dSocdt_h13_day_minus3,585,-14.7589998,dSocdt,3
5,16,2,1,dSocdt_h15_day_minus1,691,-1.36249995,dSocdt,1
5,17,0,0,dSocdt_h14_day_minus1,690,-1.82490003,dSocdt,1
5,17,1,1,dSocdt_h0_day_minus6,416,-23.9972992,dSocdt,6
5,17,2,1,dSocdt_h16_day_minus2,640,-12.0157003,dSocdt,2
5,18,0,0,dSocdt_h2_day_minus1,678,-1.52960002,dSocdt,1
5,18,1,1,Soc_h12_day_minus1,712,99.1750031,Soc,1
5,18,2,1,dSocdt_h2_day_minus2,626,-11.5921001,dSocdt,2
5,19,0,0,dSocdt_h4_day_minus2,628,-0.754299998,dSocdt,2
5,19,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,19,2,1,Soc_h20_day_minus1,720,4.77339983,Soc,1
5,20,0,0,dSocdt_h1_day_minus2,625,-15.0242004,dSocdt,2
5,20,1,1,dSocdt_h2_day_minus2,626,-5.43489981,dSocdt,2
5,20,2,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,21,0,0,dSocdt_h1_day_minus2,625,-15.0242004,dSocdt,2
5,21,1,1,dSocdt_h2_day_minus2,626,-5.43489981,dSocdt,2
5,21,2,1,dSocdt_h14_day_minus1,690,-2.61330009,dSocdt,1
5,22,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
5,22,1,1,Soc_h12_day_minus1,712,99.1750031,Soc,1
5,22,2,1,dSocdt_h20_day_minus2,644,-7.23850012,dSocdt,2
5,23,0,0,dSocdt_h1_day_minus2,625,-15.0242004,dSocdt,2
5,23,1,1,dSocdt_h5_day_minus2,629,-1.75950003,dSocdt,2
5,23,2,1,dSocdt_h2_day_minus1,678,-1.12269998,dSocdt,1
5,24,0,0,dSocdt_h7_day_minus2,631,-0.831200004,dSocdt,2
5,24,1,1,Soc_h10_day_minus1,710,2.92840004,Soc,1
5,24,2,1,dSocdt_h15_day_minus1,691,-1.3829,dSocdt,1
6,0,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,0,1,1,dSocdt_h6_day_minus1,682,-1.04200006,dSocdt,1
6,0,2,1,dSocdt_h3_day_minus1,679,-0.413899988,dSocdt,1
6,1,0,0,dSocdt_h14_day_minus1,690,-1.34749997,dSocdt,1
6,1,1,1,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,1,2,1,dSocdt_h23_day_minus1,699,-0.184,dSocdt,1
6,2,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,2,1,1,dSocdt_h6_day_minus1,682,-1.04200006,dSocdt,1
6,2,2,1,dSocdt_h19_day_minus1,695,-1.3865,dSocdt,1
6,3,0,0,dSocdt_h14_day_minus1,690,-1.34749997,dSocdt,1
6,3,1,1,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,3,2,1,dSocdt_h6_day_minus2,630,-0.673900008,dSocdt,2
6,4,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,4,1,1,dSocdt_h5_day_minus2,629,-1.14359999,dSocdt,2
6,4,2,1,dSocdt_h4_day_minus1,680,-0.413899988,dSocdt,1
6,5,0,0,dSocdt_h14_day_minus1,690,-1.34749997,dSocdt,1
6,5,1,1,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,5,2,1,dSocdt_h6_day_minus2,630,-0.693400025,dSocdt,2
6,6,0,0,dSocdt_h4_day_minus2,628,-0.802299976,dSocdt,2
6,6,1,1,dSocdt_h6_day_minus1,682,-2.62420011,dSocdt,1
6,6,2,1,dSocdt_h15_day_minus1,691,-0.45629999,dSocdt,1
6,7,0,0,dSocdt_h3_day_minus1,679,-0.560500026,dSocdt,1
6,7,1,1,Soc_h8_day_minus1,708,97.7689972,Soc,1
6,7,2,1,day_day_minus1,725,31.0,Date,1
6,8,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,8,1,1,dSocdt_h6_day_minus1,682,-1.09000003,dSocdt,1
6,8,2,1,Soc_h13_day_minus5,505,98.5062027,Soc,5
6,9,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,9,1,1,Soc_h8_day_minus1,708,97.7689972,Soc,1
6,9,2,1,dSocdt_h18_day_minus1,694,-0.777499974,dSocdt,1
6,10,0,0,dSocdt_h3_day_minus2,627,-0.847000003,dSocdt,2
6,10,1,1,Soc_h10_day_minus1,710,90.0379028,Soc,1
6,10,2,1,dSocdt_h14_day_minus1,690,-0.880200028,dSocdt,1
6,11,0,0,dSocdt_h14_day_minus1,690,-1.82490003,dSocdt,1
6,11,1,1,dSocdt_h14_day_minus1,690,-1.926,dSocdt,1
6,11,2,1,dSocdt_h23_day_minus1,699,-0.184,dSocdt,1
6,12,0,0,dSocdt_h5_day_minus2,629,-0.915899992,dSocdt,2
6,12,1,1,dSocdt_h6_day_minus1,682,-3.99970007,dSocdt,1
6,12,2,1,dSocdt_h15_day_minus1,691,-1.36249995,dSocdt,1
6,13,0,0,dSocdt_h4_day_minus2,628,-0.802299976,dSocdt,2
6,13,1,1,Soc_h10_day_minus1,710,93.8687973,Soc,1
6,13,2,1,dSocdt_h7_day_minus1,683,-0.835699975,dSocdt,1
6,14,0,0,dSocdt_h3_day_minus2,627,-0.847000003,dSocdt,2
6,14,1,1,dSocdt_h6_day_minus1,682,-2.62420011,dSocdt,1
6,14,2,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
6,15,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,15,1,1,Soc_h11_day_minus1,711,89.8781967,Soc,1
6,15,2,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
6,16,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,16,1,1,dSocdt_h5_day_minus2,629,-1.14359999,dSocdt,2
6,16,2,1,Soc_h13_day_minus5,505,98.5062027,Soc,5
6,17,0,0,dSocdt_h14_day_minus1,690,-1.82490003,dSocdt,1
6,17,1,1,dSocdt_h14_day_minus1,690,-1.926,dSocdt,1
6,17,2,1,Soc_h18_day_minus1,718,98.489502,Soc,1
6,18,0,0,dSocdt_h3_day_minus2,627,-0.847000003,dSocdt,2
6,18,1,1,dSocdt_h6_day_minus1,682,-3.99970007,dSocdt,1
6,18,2,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
6,19,0,0,dSocdt_h6_day_minus1,682,-0.868799984,dSocdt,1
6,19,1,1,Soc_h11_day_minus1,711,89.8781967,Soc,1
6,19,2,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
6,20,0,0,dSocdt_h17_day_minus1,693,-3.40280008,dSocdt,1
6,20,1,1,Soc_h20_day_minus1,720,4.77339983,Soc,1
6,20,2,1,dSocdt_h23_day_minus1,699,-3.31139994,dSocdt,1
6,21,0,0,dSocdt_h23_day_minus1,699,-0.574199975,dSocdt,1
6,21,1,1,dSocdt_h5_day_minus2,629,-1.14619994,dSocdt,2
6,21,2,1,Soc_h22_day_minus1,722,95.4412994,Soc,1
6,22,0,0,dSocdt_h6_day_minus1,682,-1.04200006,dSocdt,1
6,22,1,1,Soc_h11_day_minus1,711,91.7353973,Soc,1
6,22,2,1,dSocdt_h5_day_minus2,629,-1.25080001,dSocdt,2
6,23,0,0,dSocdt_h6_day_minus2,630,-0.757200003,dSocdt,2
6,23,1,1,dSocdt_h0_day_minus2,624,-1.00049996,dSocdt,2
6,23,2,1,Soc_h20_day_minus1,720,4.77339983,Soc,1
6,24,0,0,dSocdt_h14_day_minus1,690,-1.82490003,dSocdt,1
6,24,1,1,Soc_h20_day_minus1,720,4.77339983,Soc,1
6,24,2,1,month_day_minus1,726,6.0,Date,1
7,0,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,0,1,1,day_day_minus1,725,30.0,Date,1
7,0,2,1,dSocdt_h20_day_minus1,696,-0.184,dSocdt,1
7,1,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,1,1,1,day_day_minus1,725,30.0,Date,1
7,1,2,1,dSocdt_h7_day_minus1,683,-0.819800019,dSocdt,1
7,2,0,0,dSocdt_h6_day_minus1,682,-0.847899973,dSocdt,1
7,2,1,1,Soc_h10_day_minus1,710,94.4169006,Soc,1
7,2,2,1,dSocdt_h21_day_minus2,645,-0.574199975,dSocdt,2
7,3,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,3,1,1,dSocdt_h16_day_minus1,692,-9.82590008,dSocdt,1
7,3,2,1,dSocdt_h10_day_minus1,686,-1.07519996,dSocdt,1
7,4,0,0,dSocdt_h7_day_minus2,631,-0.922399998,dSocdt,2
7,4,1,1,Soc_h18_day_minus3,614,94.956398,Soc,3
7,4,2,1,dSocdt_h14_day_minus1,690,-3.30270004,dSocdt,1
7,5,0,0,dSocdt_h10_day_minus1,686,-4.13180017,dSocdt,1
7,5,1,1,dSocdt_h7_day_minus2,631,-2.35739994,dSocdt,2
7,5,2,1,dSocdt_h11_day_minus2,635,-18.2322006,dSocdt,2
7,6,0,0,dSocdt_h10_day_minus1,686,-4.86639977,dSocdt,1
7,6,1,1,dSocdt_h7_day_minus2,631,-3.62619996,dSocdt,2
7,6,2,1,dSocdt_h4_day_minus2,628,-0.790199995,dSocdt,2
7,7,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,7,1,1,day_day_minus1,725,30.0,Date,1
7,7,2,1,dSocdt_h20_day_minus1,696,-0.184,dSocdt,1
7,8,0,0,dSocdt_h10_day_minus1,686,-4.86639977,dSocdt,1
7,8,1,1,Soc_h10_day_minus1,710,93.8687973,Soc,1
7,8,2,1,dSocdt_h4_day_minus2,628,-0.790199995,dSocdt,2
7,9,0,0,dSocdt_h14_day_minus1,690,-3.30270004,dSocdt,1
7,9,1,1,Soc_h11_day_minus1,711,4.99030018,Soc,1
7,9,2,1,dSocdt_h7_day_minus2,631,-0.958800018,dSocdt,2
7,10,0,0,month_day_minus1,726,6.0,Date,1
7,10,1,1,dSocdt_h7_day_minus2,631,-2.26069999,dSocdt,2
7,10,2,1,dSocdt_h7_day_minus1,683,-2.29509997,dSocdt,1
7,11,0,0,dSocdt_h10_day_minus1,686,-4.13180017,dSocdt,1
7,11,1,1,dSocdt_h8_day_minus6,424,-2.43350005,dSocdt,6
7,11,2,1,dSocdt_h11_day_minus2,635,-18.2322006,dSocdt,2
7,12,0,0,dSocdt_h23_day_minus1,699,-3.46729994,dSocdt,1
7,12,1,1,Soc_h23_day_minus1,723,43.8277016,Soc,1
7,12,2,1,dSocdt_h14_day_minus1,690,-5.11350012,dSocdt,1
7,13,0,0,month_day_minus1,726,6.0,Date,1
7,13,1,1,dSocdt_h7_day_minus2,631,-2.26069999,dSocdt,2
7,13,2,1,dSocdt_h14_day_minus1,690,-0.184,dSocdt,1
7,14,0,0,dSocdt_h23_day_minus1,699,-3.46729994,dSocdt,1
7,14,1,1,Soc_h23_day_minus1,723,45.5103989,Soc,1
7,14,2,1,dSocdt_h14_day_minus1,690,-5.11350012,dSocdt,1
7,15,0,0,month_day_minus1,726,6.0,Date,1
7,15,1,1,dSocdt_h15_day_minus2,639,-16.5965004,dSocdt,2
7,15,2,1,dSocdt_h7_day_minus1,683,-1.63689995,dSocdt,1
7,16,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,16,1,1,Soc_h23_day_minus1,723,38.0231018,Soc,1
7,16,2,1,dSocdt_h7_day_minus1,683,-0.819800019,dSocdt,1
7,17,0,0,dSocdt_h10_day_minus1,686,-4.86639977,dSocdt,1
7,17,1,1,dSocdt_h7_day_minus3,579,-8.0600996,dSocdt,3
7,17,2,1,dSocdt_h10_day_minus2,634,-1.70410001,dSocdt,2
7,18,0,0,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
7,18,1,1,day_day_minus1,725,30.0,Date,1
7,18,2,1,dSocdt_h20_day_minus1,696,-0.184,dSocdt,1
7,19,0,0,month_day_minus1,726,6.0,Date,1
7,19,1,1,dSocdt_h15_day_minus2,639,-16.5965004,dSocdt,2
7,19,2,1,dSocdt_h7_day_minus1,683,-2.29509997,dSocdt,1
7,20,0,0,dSocdt_h10_day_minus1,686,-5.16149998,dSocdt,1
7,20,1,1,dSocdt_h7_day_minus3,579,-8.0600996,dSocdt,3
7,20,2,1,dSocdt_h4_day_minus2,628,-0.802299976,dSocdt,2
7,21,0,0,dSocdt_h10_day_minus1,686,-5.16149998,dSocdt,1
7,21,1,1,Soc_h10_day_minus1,710,93.8687973,Soc,1
7,21,2,1,dSocdt_h1_day_minus1,677,-5.99770021,dSocdt,1
7,22,0,0,dSocdt_h23_day_minus1,699,-3.523,dSocdt,1
7,22,1,1,Soc_h21_day_minus1,721,42.7953987,Soc,1
7,22,2,1,Soc_h13_day_minus5,505,98.8905029,Soc,5
7,23,0,0,dSocdt_h6_day_minus3,578,-1.08369994,dSocdt,3
7,23,1,1,Soc_h23_day_minus1,723,44.896801,Soc,1
7,23,2,1,dSocdt_h23_day_minus1,699,-1.78269994,dSocdt,1
7,24,0,0,month_day_minus1,726,6.0,Date,1
7,24,1,1,dSocdt_h15_day_minus2,639,-16.5965004,dSocdt,2
7,24,2,1,dSocdt_h7_day_minus1,683,-2.29509997,dSocdt,1
8,0,0,0,dSocdt_h12_day_minus1,688,-1.87880003,dSocdt,1
8,0,1,1,Soc_h14_day_minus5,506,98.1559982,Soc,5
8,0,2,1,dSocdt_h20_day_minus1,696,-3.89450002,dSocdt,1
8,1,0,0,dSocdt_h12_day_minus1,688,-1.87880003,dSocdt,1
8,1,1,1,Soc_h23_day_minus1,723,43.5541,Soc,1
8,1,2,1,dSocdt_h8_day_minus2,632,-0.995899975,dSocdt,2
8,2,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,2,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,2,2,1,dSocdt_h12_day_minus1,688,-1.94949996,dSocdt,1
8,3,0,0,dSocdt_h14_day_minus1,690,-3.28010011,dSocdt,1
8,3,1,1,Soc_h18_day_minus3,614,81.5457993,Soc,3
8,3,2,1,dSocdt_h8_day_minus2,632,-1.68210006,dSocdt,2
8,4,0,0,dSocdt_h14_day_minus1,690,-3.28010011,dSocdt,1
8,4,1,1,Soc_h14_day_minus5,506,98.1559982,Soc,5
8,4,2,1,dSocdt_h8_day_minus2,632,-1.68210006,dSocdt,2
8,5,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,5,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,5,2,1,dSocdt_h14_day_minus1,690,-3.56710005,dSocdt,1
8,6,0,0,dSocdt_h10_day_minus1,686,-3.11870003,dSocdt,1
8,6,1,1,Soc_h21_day_minus1,721,46.4080009,Soc,1
8,6,2,1,dSocdt_h8_day_minus2,632,-0.558300018,dSocdt,2
8,7,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,7,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,7,2,1,dSocdt_h6_day_minus2,630,-1.97490001,dSocdt,2
8,8,0,0,dSocdt_h12_day_minus1,688,-1.87880003,dSocdt,1
8,8,1,1,Soc_h23_day_minus1,723,43.5541,Soc,1
8,8,2,1,dSocdt_h20_day_minus1,696,-3.89450002,dSocdt,1
8,9,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,9,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,9,2,1,dSocdt_h16_day_minus1,692,-7.87349987,dSocdt,1
8,10,0,0,dSocdt_h14_day_minus1,690,-3.28010011,dSocdt,1
8,10,1,1,Soc_h18_day_minus3,614,81.5457993,Soc,3
8,10,2,1,dSocdt_h7_day_minus2,631,-2.32949996,dSocdt,2
8,11,0,0,dSocdt_h10_day_minus1,686,-3.11870003,dSocdt,1
8,11,1,1,Soc_h21_day_minus1,721,46.4080009,Soc,1
8,11,2,1,dSocdt_h8_day_minus2,632,-0.5722,dSocdt,2
8,12,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,12,1,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
8,12,2,1,dSocdt_h16_day_minus1,692,-7.87349987,dSocdt,1
8,13,0,0,dSocdt_h12_day_minus1,688,-1.87880003,dSocdt,1
8,13,1,1,Soc_h14_day_minus5,506,98.1559982,Soc,5
8,13,2,1,dSocdt_h20_day_minus1,696,-3.89450002,dSocdt,1
8,14,0,0,dSocdt_h10_day_minus1,686,-4.86639977,dSocdt,1
8,14,1,1,Soc_h17_day_minus7,405,99.0251999,Soc,7
8,14,2,1,dSocdt_h13_day_minus3,585,-5.1269002,dSocdt,3
8,15,0,0,dSocdt_h14_day_minus1,690,-3.28010011,dSocdt,1
8,15,1,1,Soc_h18_day_minus3,614,81.5457993,Soc,3
8,15,2,1,dSocdt_h8_day_minus2,632,-1.68210006,dSocdt,2
8,16,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,16,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,16,2,1,dSocdt_h6_day_minus2,630,-1.97490001,dSocdt,2
8,17,0,0,dSocdt_h10_day_minus1,686,-4.86639977,dSocdt,1
8,17,1,1,Soc_h4_day_minus1,704,10.0895004,Soc,1
8,17,2,1,dSocdt_h20_day_minus4,540,-20.8064995,dSocdt,4
8,18,0,0,dSocdt_h12_day_minus1,688,-1.87880003,dSocdt,1
8,18,1,1,Soc_h14_day_minus5,506,98.1559982,Soc,5
8,18,2,1,dSocdt_h8_day_minus1,684,-8.02390003,dSocdt,1
8,19,0,0,dSocdt_h20_day_minus2,644,-2.54029989,dSocdt,2
8,19,1,1,day_day_minus1,725,30.0,Date,1
8,19,2,1,dSocdt_h9_day_minus2,633,-7.3130002,dSocdt,2
8,20,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,20,1,1,Soc_h21_day_minus1,721,55.4227982,Soc,1
8,20,2,1,dSocdt_h6_day_minus2,630,-1.97490001,dSocdt,2
8,21,0,0,dSocdt_h20_day_minus2,644,-2.54029989,dSocdt,2
8,21,1,1,day_day_minus1,725,30.0,Date,1
8,21,2,1,dSocdt_h9_day_minus7,373,-14.6028004,dSocdt,7
8,22,0,0,dSocdt_h10_day_minus1,686,-5.31580019,dSocdt,1
8,22,1,1,Soc_h20_day_minus1,720,92.4835968,Soc,1
8,22,2,1,dSocdt_h20_day_minus4,540,-20.8064995,dSocdt,4
8,23,0,0,dSocdt_h22_day_minus1,698,-1.21510005,dSocdt,1
8,23,1,1,Soc_h23_day_minus1,723,43.5541,Soc,1
8,23,2,1,dSocdt_h6_day_minus2,630,-2.17510009,dSocdt,2
8,24,0,0,dSocdt_h8_day_minus1,684,-1.85099995,dSocdt,1
8,24,1,1,Soc_h23_day_minus1,723,99.4757996,Soc,1
8,24,2,1,dSocdt_h20_day_minus4,540,-20.8064995,dSocdt,4
9,0,0,0,dSocdt_h15_day_minus1,691,-1.25960004,dSocdt,1
9,0,1,1,Soc_h23_day_minus1,723,42.4776001,Soc,1
9,0,2,1,dSocdt_h13_day_minus2,637,-3.50749993,dSocdt,2
9,1,0,0,dSocdt_h15_day_minus1,691,-1.25960004,dSocdt,1
9,1,1,1,dSocdt_h9_day_minus4,529,-13.2798996,dSocdt,4
9,1,2,1,dSocdt_h13_day_minus2,637,-3.50749993,dSocdt,2
9,2,0,0,dSocdt_h12_day_minus1,688,-1.50349998,dSocdt,1
9,2,1,1,Soc_h23_day_minus1,723,42.2279015,Soc,1
9,2,2,1,dSocdt_h20_day_minus1,696,-2.19659996,dSocdt,1
9,3,0,0,dSocdt_h12_day_minus1,688,-1.50349998,dSocdt,1
9,3,1,1,dSocdt_h9_day_minus8,321,-11.0382004,dSocdt,8
9,3,2,1,dSocdt_h17_day_minus1,693,-0.184,dSocdt,1
9,4,0,0,dSocdt_h11_day_minus1,687,-2.01959991,dSocdt,1
9,4,1,1,dSocdt_h9_day_minus3,581,-9.71870041,dSocdt,3
9,4,2,1,dSocdt_h19_day_minus1,695,-1.24870002,dSocdt,1
9,5,0,0,dSocdt_h15_day_minus1,691,-0.70389998,dSocdt,1
9,5,1,1,dSocdt_h9_day_minus4,529,-13.2798996,dSocdt,4
9,5,2,1,dSocdt_h10_day_minus2,634,-4.03009987,dSocdt,2
9,6,0,0,dSocdt_h15_day_minus1,691,-1.25960004,dSocdt,1
9,6,1,1,Soc_h23_day_minus1,723,42.4776001,Soc,1
9,6,2,1,dSocdt_h10_day_minus2,634,-4.03009987,dSocdt,2
9,7,0,0,dSocdt_h11_day_minus1,687,-2.01959991,dSocdt,1
9,7,1,1,dSocdt_h9_day_minus3,581,-9.71870041,dSocdt,3
9,7,2,1,dSocdt_h9_day_minus2,633,-2.13639998,dSocdt,2
9,8,0,0,dSocdt_h12_day_minus1,688,-1.50349998,dSocdt,1
9,8,1,1,Soc_h23_day_minus1,723,42.2279015,Soc,1
9,8,2,1,dSocdt_h20_day_minus1,696,-2.19659996,dSocdt,1
9,9,0,0,dSocdt_h9_day_minus1,685,-1.98280001,dSocdt,1
9,9,1,1,dSocdt_h22_day_minus2,646,-20.4645996,dSocdt,2
9,9,2,1,dSocdt_h20_day_minus1,696,-1.91429996,dSocdt,1
9,10,0,0,dSocdt_h11_day_minus1,687,-2.01959991,dSocdt,1
9,10,1,1,Soc_h23_day_minus1,723,41.6319008,Soc,1
9,10,2,1,dSocdt_h7_day_minus2,631,-4.02010012,dSocdt,2
9,11,0,0,dSocdt_h12_day_minus1,688,-1.50349998,dSocdt,1
9,11,1,1,dSocdt_h21_day_minus6,437,-15.7398996,dSocdt,6
9,11,2,1,dSocdt_h17_day_minus1,693,-0.184,dSocdt,1
9,12,0,0,dSocdt_h9_day_minus1,685,-2.42370009,dSocdt,1
9,12,1,1,dSocdt_h22_day_minus2,646,-20.4645996,dSocdt,2
9,12,2,1,dSocdt_h4_day_minus1,680,-0.830200016,dSocdt,1
9,13,0,0,dSocdt_h11_day_minus1,687,-2.01959991,dSocdt,1
9,13,1,1,dSocdt_h23_day_minus2,647,-12.4041004,dSocdt,2
9,13,2,1,dSocdt_h22_day_minus1,698,-5.55880022,dSocdt,1
9,14,0,0,dSocdt_h9_day_minus1,685,-2.97149992,dSocdt,1
9,14,1,1,dSocdt_h22_day_minus2,646,-20.4645996,dSocdt,2
9,14,2,1,dSocdt_h15_day_minus1,691,-3.34660006,dSocdt,1
9,15,0,0,dSocdt_h9_day_minus1,685,-2.97149992,dSocdt,1
